gene_symbol,GSM1020099,GSM1020100,GSM1020101,GSM1020102,GSM1020103,GSM1020104,GSM1020105,GSM1020106
DAND5,3.82200297138284,3.6156194602304,3.99001798116657,3.91903398522235,4.10385913535372,3.73331235185782,3.87733546022462,3.90843526914251
DANT2,3.58407182357415,3.71267842813774,3.7698244431865,3.36480641714457,3.71251282561301,3.46490523720868,3.60824557873361,3.71757094356291
DAO,4.30320321605554,4.14957768181234,4.18823598318103,4.2415189562252,4.24772874045051,4.0437477818208,4.11575656375427,4.38836977545947
DAOA,3.77514380395902,3.88318484127785,3.89564522690158,3.72234931143227,3.74830003307612,3.57519080184099,3.448744847509,4.04497369790753
DAOA-AS1,2.79191219719396,2.90404971041155,2.91416849822623,2.75096167334432,2.81986147269398,2.78328402528794,2.9863187581002,2.86343138770361
DAP,8.31993407119387,8.16411496263857,8.33291239887481,8.53467915125457,8.27306272039157,8.59270548658154,8.20333601929719,7.27286708574086
DAP3,7.16698439622445,6.26322430171274,6.41497384205196,6.23729901419255,6.63269414110393,6.51267601054603,6.3857461893845,6.19442000294012
DAPK1,6.87625089953907,8.01007748320205,7.15895238556513,6.62402310764485,7.06198786835098,7.3854201520195,7.01298704301622,7.52578311136486
DAPK2,5.5859575254176,5.64201810887826,5.25103551826086,5.51157876174961,5.74307934712011,6.27984865784819,5.55142489747566,5.38596583438247
DAPK3,6.99355804797795,5.03892661655547,5.62493651609514,5.72028142343582,5.90237358072146,5.1952322728396,6.88157313356094,5.35346015453063
DAPL1,4.08204732311321,10.8194436613508,5.05836110402405,7.61326705677742,8.22947971473238,7.58734342650717,8.21421624273491,10.7310757990168
DAPP1,6.17253858335988,6.54598497090714,7.0685779332696,6.23451735239659,7.37751517929939,8.17310805626633,7.78899355246545,7.62346754839566
DARS1,8.45353728063107,8.01340857438049,8.42822455602013,7.3821908984597,7.97657254069015,7.79884028325152,8.16977026178801,7.81534469908234
DARS1-AS1,4.19461068945179,3.64592556191052,3.6834122913773,3.93134552838061,3.98077391079049,3.80535094402026,4.02943810387032,3.98294170571727
DARS2,7.15004453796511,5.88757123430811,6.94855313931312,7.24803004925758,6.82256242762554,6.17110700768655,6.80801175907088,6.71951412160381
DAW1,3.43089648286843,3.43361139014507,3.35532479170691,3.27165612337941,3.24141709037819,3.35525400859661,3.33145532045297,3.52695061131326
DAXX,7.96670760287863,8.00018159347251,7.71507734164051,7.60203831721003,7.35496017988201,7.08672307484498,7.1614440691954,7.33243099045994
DAZ1,3.46216921207032,3.56714840988297,3.50353843110189,3.33323410666375,3.45892958880886,3.18570310711573,3.31254314586022,3.77107480961197
DAZ2,3.04284114305489,3.05462190895805,2.98078383309585,3.38986098869634,3.0279809953968,3.08373524340899,3.12694595554509,2.99106095163824
DAZ3,3.75764946979901,3.7889649046861,3.73608386993699,3.73483839411922,3.66617205382838,3.72526558634534,3.72526558634534,3.6874198512021
DAZ4,3.66521120970228,3.73007420860358,3.5831635279447,3.51751994767025,3.67336686323244,3.25261363328209,3.61589778583006,3.54484642137759
DAZAP1,7.77660526936332,7.33887223169476,7.79018873205241,7.68401649853016,7.50705105676506,7.22294006308617,7.39576800963885,7.10866904209629
DAZAP2,10.2427693697637,9.19453610129082,8.76638769547639,9.20240349311925,9.49300351213563,9.78161216653287,9.81406066735209,9.70675490533147
DAZL,3.00890551315929,2.91769954671126,2.90610136913985,2.80314624691894,2.86746539649946,2.90361856980239,3.01114000219098,2.87768016102184
DBF4,7.86257365054362,7.05796819489377,8.46682072412512,8.06123812739442,7.44358588196426,7.8617779848314,7.95836464807055,7.67335196659544
DBF4B,4.20687013894594,4.283733525525,5.17011497555191,5.06423115890076,4.19908404633942,4.87623825292915,4.92674710348549,5.4793289525204
DBH,4.56887366923366,4.12257564630047,4.35363842978659,4.63233646510902,4.27158714824362,4.11234421493314,4.19859408597822,4.18146750198819
DBH-AS1,4.65624168492759,4.95642991923071,5.09399779718381,4.76396136627087,4.87359852756042,5.30751396327102,5.2358397209847,5.39829472383029
DBI,10.5528571103812,12.102232062066,9.75925996620607,10.5460603388838,10.7329816357516,10.56683399915,9.89993989613557,11.9772259925172
DBIL5P,4.0508706811389,4.03793210951965,3.97906338808949,4.07961126163632,4.25539173037638,4.06359317246312,3.88491487697034,3.96106700059538
DBIL5P2,3.92164821548184,3.52443078277023,3.83418073178028,3.90882912484195,4.03205613399005,3.97039314754012,3.90994995055804,3.61265788247997
DBN1,7.28050829767499,7.30261458185097,8.04819685171357,8.78838545347156,6.3168916120981,6.87990120256109,7.11554707374792,6.65113325611995
DBNDD1,4.65341077610951,4.5245435138428,4.3476677546821,4.51461061914887,4.81517926847233,4.53703318936925,4.51399304952279,4.42742930909217
DBNDD2,8.91093557293793,8.60502918319287,7.78049623211007,9.08818388061068,8.43731911720131,7.53460656316897,9.33169873100786,7.39692910745902
DBNL,7.79176592384682,8.25951607716891,8.07132989371755,8.28965259009161,7.78920907924329,8.37728342982528,8.34235593323788,7.71650975298779
DBP,5.54699227898515,6.34440305177376,5.07847309781626,5.93084494081023,6.83221477943493,6.38540965139154,5.4057874196141,5.48908290487001
DBR1,6.71988241744789,6.57940565040446,6.96201762318837,6.99237609296763,6.89645257260863,6.39064713857177,7.04489781695486,6.71951412160381
DBT,7.48377088625201,5.56601094637867,7.07659502377584,6.7873835400199,6.34194444632429,6.48895809047976,6.07674027009512,6.66985576852967
DCAF1,6.08101076495408,6.46799974905031,7.18285463926474,6.46795241773882,6.6112902131153,6.93652492442769,6.46953669102439,7.29095276725173
DCAF10,6.09564787724204,6.76533495484748,6.84923598369897,7.61159313136514,7.38528746139423,7.02089627958382,7.0569706413974,7.19201100205962
DCAF11,5.77301786074169,6.2941456924943,6.41685298727011,6.3652346359876,6.60498839082825,6.41718810399975,6.3725233057947,6.15037167571488
DCAF12,7.74329499422296,8.67386015845728,7.38259308831255,8.4215704825365,8.72944555094455,8.08947328092158,7.99498814403845,8.4282851067412
DCAF12L1,3.39975585724728,3.16081553301078,3.15407563689566,3.51979267498888,3.17637904102844,3.36813494791232,3.22764944730162,3.34281630088561
DCAF12L2,2.97896426268813,3.22328558043335,3.04962705975605,2.921989824943,3.09044611764484,3.02658859112049,3.0740281907513,3.23926872500885
DCAF13,7.76938841570687,7.43245859028654,7.23211450708271,7.6537523426711,7.76139587756526,6.04139449151174,7.85611054577101,7.02822919498701
DCAF15,5.34728496951244,5.77265864743437,6.21620675421165,5.73129857711043,5.82358772557204,5.21525248525353,5.29120729724372,4.72377964273538
DCAF16,4.85398947466336,5.67346209567064,6.0825220035924,5.98277060468963,5.59791445514032,5.0799404849715,4.79187906456418,5.3196463413049
DCAF17,6.04331263282777,6.36866575045836,5.7073186832199,6.47322297759157,6.44393259006558,6.10115464284132,5.9527994813697,6.18508311934698
DCAF4,7.68950996554834,6.27106056942714,7.55207062661526,6.65291410568747,6.20473863489906,6.4695695373317,6.18873000990243,5.99316747740368
DCAF4L1,2.93384103183954,3.40657304765944,2.98767946303102,3.11338888305778,3.88980611456372,3.03548629737425,3.029460308667,3.12284692780803
DCAF4L2,2.96384923618989,2.79323885042786,2.75371620980687,3.03706699490556,3.17637904102844,2.89282652874903,3.06175447183116,3.07169570390406
DCAF5,5.68410045892787,5.98564197907592,5.28047575191467,5.35290048205552,4.85844724759324,5.47409253512925,5.36540138347091,5.23654985386857
DCAF6,9.00805934614777,8.76353536388213,8.25081444253917,8.6207196030192,8.99785352666167,8.54461536725833,8.63722965847603,8.29315692710726
DCAF7,6.86755348914249,7.02670260931172,7.71685480015315,7.1398304760233,6.88291243765156,6.68870002049423,6.65308525832535,7.11978943227794
DCAF8,6.33611044592508,6.56338481543751,6.25402304745938,6.05633423271973,6.25372302749711,5.82330537797362,5.53593272443029,5.85088666364202
DCAF8L2,3.32838523177391,3.37206991018341,3.31924866679778,3.2255586466116,3.16234938187073,3.432102586896,3.14469322812596,3.21302583292183
DCAKD,5.06254269340515,5.77127281266551,6.1255685867479,6.21717477976914,5.54953479511178,5.64940758803194,5.69132078108311,5.92115364570854
DCANP1,3.83485788395933,4.69745987915266,3.83578653196218,3.56262801081759,3.4205674455331,3.663605702701,3.68236569997893,4.6240974964578
DCBLD1,8.64093900010238,7.47230291781555,7.6913357405421,9.06922451709432,7.63644314262773,6.69957384136691,10.0916860474903,9.11810653764863
DCBLD2,6.825105497722,7.04738610897197,8.24476824069098,7.90577189454604,7.23622261587114,6.62186181410952,8.61165349127124,6.63796905165114
DCC,3.3383549936236,3.38796967554869,3.33201583791259,3.19720764644665,3.44533286469625,3.371883793842,3.41886206802474,3.52772738132444
DCD,4.6708123213441,4.33940530688634,4.09927702692905,4.40728363048031,4.16787906856207,4.17603359154739,4.19415776546224,4.51996946439265
DCDC1,2.80962286748963,2.73950313626217,2.7379540403481,2.70809295220052,2.88024315566053,2.80615015762164,2.77599273981817,2.73678580960371
DCDC2,3.13438435687661,3.19977821596786,3.59103600812167,3.02697518169168,3.16419287352395,3.18410600182335,3.21415539650985,3.05377893381551
DCDC2B,5.70904834493221,5.62552430046351,5.60633894074525,5.61352750698043,5.69876939683153,5.667778379995,5.93719515185427,5.97822515550427
DCHS1,5.77008858806508,6.69829916520062,6.1251673300248,5.3269015247231,5.71295579894521,6.00449259869311,6.12562563831759,5.29378853337383
DCHS2,4.28368975726236,4.0887489395549,4.2860730954558,3.88061952074473,4.10149118707441,4.15935209120252,4.02135343184407,4.02873153164724
DCK,8.4792807618959,8.22288715041116,8.42595235320449,7.97536690709156,7.65307407366327,9.19611905515207,8.04206806000119,8.43133022128418
DCLK1,8.39942682510198,8.44132971663243,3.89352769660694,6.15834333475248,3.49252490669101,5.67964164225429,7.44480874331251,4.1557918379311
DCLK2,4.19061916548995,3.93711288523625,3.41850809413791,3.68437412306078,3.7674689145122,3.89743082016262,3.72774376270405,3.84872940232219
DCLK3,3.11666524051044,2.91301970253213,3.11352869630328,3.05644286284053,3.17899807735305,3.11321148944797,3.17611453334583,3.07204512908104
DCLRE1A,5.31700943641884,5.3792599184313,5.1044688831213,6.04875988758591,5.1792443377452,5.45004534786264,5.51894882309486,5.71211917831768
DCLRE1B,6.90808736212615,6.25273106899268,7.0689751562439,6.96446660828023,6.24227332956355,5.47806705545962,6.64136461267992,6.18615654765913
DCLRE1C,5.89575910123142,5.87960482987911,6.47322594826686,6.57575654261104,5.96101265421627,6.55499107260048,6.49489752558343,6.46171221223442
DCN,8.97104284446254,10.1194992448125,7.75596777160155,8.8622843857476,8.3032536728866,9.62979119168154,9.82884813732066,8.44890330389494
DCP1A,7.10648936380544,6.9339140463794,6.72999217448822,6.74858341231936,7.35270271674941,6.88206155478297,7.36342949363718,7.64411400701665
DCP1B,6.33075897018404,6.96570382886489,5.22418987361858,6.35292347028853,5.32738941240674,6.66104350911334,6.50277906095907,5.1169421279254
DCP2,6.00676842510889,5.90813132448101,6.42119435330469,6.13080918920377,5.52290824340355,7.08642137709443,5.95373944365616,6.49727382292599
DCPS,6.99372676285482,7.00479845293976,8.00787004124605,7.72450145495836,7.53822783526534,6.88953376149312,7.24913395451832,7.17793079998568
DCST1,4.19698238980207,3.8867450805748,4.16697042573723,4.11555881160659,4.080468384246,3.92387338029228,4.12750223427241,4.17440887351538
DCST1-AS1,4.24840629789165,4.01459114039572,4.1780003249981,4.68110362917536,4.5995501775387,4.40804313424833,3.99148653690395,4.73293696225159
DCST2,3.68874847140678,3.28325249484467,3.49764257532928,3.54699325200707,3.48452707333605,3.51594180073666,3.73596985461453,3.86151842720207
DCSTAMP,3.93659677591206,3.68641409381408,3.68681938776097,3.78930555800347,3.8693956428191,4.01403771737361,4.02884586309865,3.9075647469136
DCT,4.04130727015095,3.84960479147412,3.88803980491422,4.10241684697621,4.05793367652548,3.96335117299222,3.85445649942232,4.29464714141694
DCTD,7.50553912110981,7.08843555040817,8.26437533862065,8.63359834869507,7.77689202171874,7.88006842109567,7.80302665423007,8.1371041920713
DCTN1,7.92369248685829,7.4965329399447,8.63215190934815,8.07933620246381,7.75883911732626,7.04884503173954,7.64708189656546,7.0888748284355
DCTN1-AS1,2.93002953012207,2.83598930956761,2.83272357413884,3.13445758412804,2.82155553929203,2.88413385581215,2.94684315067868,2.92896157006093
DCTN2,9.7662331634196,9.41270434329513,9.25074049994164,9.53250372584553,9.15941051919362,9.26115145391799,9.4885571462129,9.2411891133674
DCTN3,9.26347393221367,9.81611980945715,8.8582016546196,9.78504555288822,9.90799830494072,9.18027810714042,9.86479020280535,9.60560070829901
DCTN4,7.40715241017182,6.95364708369231,6.81276390839357,7.73635258501418,6.976832716976,7.07568475142776,7.32386728002769,8.0022655709912
DCTN5,7.76264596232041,8.09075259522239,8.09309184287701,8.10167319378914,8.11476193149582,7.95088447075519,8.31249016378118,8.13230700091844
DCTN6,9.15461747117999,9.08122120724426,9.3077138304201,8.92301600510169,9.26892217001389,9.34213431818819,9.37156282065115,9.73297295981121
DCTPP1,8.90344627645968,8.5674864999029,9.6129771427524,9.25525227370151,8.17866606051956,8.95201052632699,9.2304439778114,9.16047352473608
DCUN1D1,7.75452990473414,7.37952868242476,7.44168176375578,7.68569766755415,8.16885286049868,7.81946938079306,7.42978157615539,7.90494455775953
DCUN1D2,6.90886071082718,6.04563116804861,5.68292010909222,6.37386406255875,5.83367312801708,5.83787199146671,6.00171929472934,5.97688192407126
DCUN1D3,6.30136669596733,7.13466980907401,6.51877390970392,6.50170613571592,6.70928341900855,6.09315740328693,6.79539714603769,6.88884198858189
DCUN1D4,7.35510135317411,6.01251056096576,7.5654956332008,7.29337006334343,6.90035182662043,6.61383584988469,6.25733185799316,6.13595723120794
DCUN1D5,9.08372699968721,9.40426838947474,10.4920071550758,10.6458179568399,10.1894905244443,9.22381335412553,9.49377687036682,9.8258281128934
DCX,3.75269246570123,3.82173951403601,3.69960719545243,3.79807655828499,3.44153145723015,3.43947560776664,3.32988688668083,3.74175464245649
DCXR,7.50130412139325,7.69974390474633,8.19245059134153,8.31608563510648,8.08113777401126,8.80864712535919,7.75528830733264,8.30199231214325
DDA1,7.66680187081852,7.42541208730987,7.49086770216125,7.71329483181678,7.79374442302941,7.26487816197166,7.76557401547119,6.81753702691195
DDAH1,6.29217383697367,6.49944442360966,7.0252353611178,6.25150852087644,6.00550512780544,6.78274243489501,7.71660474901202,5.73624956637954
DDAH2,7.29337721257052,7.41548482940744,6.64183538575542,6.5701771554651,6.85230939278337,7.24608114775951,7.0002307356099,7.23652973902967
DDB1,10.1937323458162,9.40169925986325,9.3505719240975,9.30328645767097,9.55087772124405,8.97409158392725,9.22336893256268,9.09478790913231
DDB2,7.99452062199896,7.31261402148975,7.50240748351161,7.95008445120066,7.85965539990998,7.22293948443611,7.61708137147339,7.07645462553493
DDC,3.98814405188373,3.8898698610169,3.93322579157565,4.02596397985393,3.71251282561301,4.0083525852649,3.93669930197325,3.93322579157565
DDC-AS1,3.72124077501239,3.55133309573066,3.72671066883103,3.49625154065364,3.3780133747234,3.25751138596314,3.72682403256994,3.48283534358022
DDHD1,3.89234634296727,5.35412735940391,5.67488266354842,4.5823779821733,4.78043904016316,5.11674625290683,4.92838331753573,6.79643441366994
DDHD1-DT,3.52117487964936,3.63283726644149,3.91543895605876,3.87313472998885,3.50293432705019,3.91843574506111,3.79388723038962,3.9449863065431
DDHD2,6.87911883298118,7.7480517896013,7.09582055445476,6.81734072840633,6.7674556037597,7.74991976624321,7.57813530419323,6.4266636673467
DDI1,3.56925499890898,3.28755442127944,3.28311857132209,3.55738162981916,3.32190344388181,3.44541694770724,3.32054814216375,3.4038545478134
DDI2,6.02519377846181,5.72594697115986,5.53194683268945,5.35661908671862,5.65142987411196,5.64140795726445,5.63671312405276,6.02907108848436
DDIAS,5.72190855964767,5.65975332204047,7.12655671192037,7.05810668592267,6.08214265719914,6.73735693920175,6.96120649965431,6.34624901235616
DDIT3,7.74728428603678,6.95571662225905,7.11653038448279,7.26233508158095,7.53163079077405,7.15499628602563,7.55563682149023,6.99162424565761
DDIT4,10.1400102204494,10.4670318794998,9.55620095198795,11.6437013751433,8.61489436354033,10.9025714447153,10.6786778411814,10.7864880012783
DDIT4L,7.89028364258678,7.23356792857477,4.54109473524595,4.79031358763078,4.30235627118524,4.28656151187432,5.62445468866574,4.43035602227038
DDN,6.26121351940348,6.6151674523034,6.44075078865221,6.47533088896784,6.01357964058554,5.91653859446166,6.54635457467411,6.25948281355821
DDO,3.82223113025595,3.6868646191606,3.79704744283543,3.92063891013723,3.89055807527619,4.06171925722489,4.14713905491808,3.82545900160032
DDOST,10.6664582488223,10.1142405477442,10.538344985922,10.6435191502094,10.8221788074879,10.7357159385474,10.6441643914771,10.623944896557
DDR1,10.4850431661849,10.1646617183784,8.58269080764248,9.42635378220544,10.0777985273896,9.35026504732157,8.24741401298642,9.54404235197053
DDR1-DT,4.26354870149715,4.28305977827374,4.52981467902228,4.61617271108136,4.59160845222645,4.3841927214388,4.39352255932677,4.8288402864867
DDR2,7.61265148836724,8.89264845471259,7.94701851020717,8.03854188583536,8.33626184723949,9.49618687793576,9.39882189866893,7.52567259187411
DDRGK1,7.6784824907048,8.20636504198433,8.640995060035,9.04166205658903,8.52627814497385,8.25999421308698,8.57998749878316,8.70213987479723
DDT,7.31590253115322,8.28632678409849,8.09080600076796,8.69708542122233,8.03884942457545,8.19035204422988,7.98725569162391,8.95315667321819
DDX1,10.4154006874661,10.1562571822703,10.3582388503684,10.6902485075418,10.0662842851957,9.92383487935383,10.4761047219623,10.548693852061
DDX10,6.94935094050424,7.32355016989724,8.10872984880142,7.91152836056425,7.62528848758668,7.20313824947052,7.73271648001894,8.09020454945184
DDX11,5.70311551603736,6.14440768257357,7.3817153030586,7.03961247905213,5.74021806589505,6.42486102567717,5.7756184657639,6.38300811798683
DDX11-AS1,2.98972948189699,2.99745932221137,3.09904020687535,3.03328093343935,2.85436136253653,2.92897450825216,2.95854727247334,2.99257095350319
DDX11L2,5.17681311580545,7.94113161012831,5.23610566691337,4.90558544089005,5.12013730427977,5.13594028078429,5.08792594687055,4.78555881719054
DDX17,6.66750998937264,7.20610990317808,10.2188842716034,7.39139432339669,7.01390717441234,7.40817860472103,6.54733070177696,7.6162232055772
DDX18,7.843086172623,7.37550416529816,7.95463199295472,8.22491004668343,7.90465519430765,7.96056263408394,7.83750039612182,7.95719209586607
DDX19A,7.41069264676474,6.68570305641051,7.62711472107066,7.63357187548066,7.80909255296745,7.14441401613387,7.24886544998727,7.19298174480848
DDX19A-DT,2.90938842596833,2.93420094008802,3.14470939710201,3.16073372209415,3.07016259083813,3.0290105384047,3.02371525751277,2.99078458142615
DDX19B,5.2308467420742,5.02575536932906,4.78884829057042,4.73147623344612,5.04754044073549,5.17306911425533,4.94575359691656,4.65447435732493
DDX20,8.09731187286667,7.12918983525816,8.00195113887205,7.78679198954026,7.38719957489864,7.15958739045438,7.29251429673576,7.67801453101646
DDX21,9.42259174246335,9.10155321415775,9.52633053644252,10.0777364870985,9.82572973028955,9.18710032331582,9.3971572186541,9.62457131327406
DDX23,7.73860812724768,7.66648815652058,7.78417543099347,7.66222178701512,7.46360372262956,7.54905436207611,7.72247118195578,7.59055870786644
DDX24,7.92769400196396,8.05587652310063,8.70295225062712,8.19684407691639,8.16793011428596,8.1321568694127,7.77070195849133,7.93776648861295
DDX25,3.32273163595403,3.33984123988185,3.22040680955911,3.35692476642698,3.52553894293307,3.58798140294732,3.14365118124268,3.44236492457109
DDX27,8.46809165761236,8.36489151499133,8.73017236004038,8.61325840451534,8.02986091170173,8.32195611828081,8.65676322404402,8.14011483366977
DDX28,5.8372652608197,6.49684789456483,6.22892009024853,6.63249899341435,6.45228676514979,6.29864425394956,6.07451354684676,6.31916305154279
DDX31,5.38258017533142,5.99994152949446,6.86613938910881,6.27515976417917,5.06974861121327,5.34393602921015,5.34904588804775,5.25757372731708
DDX39A,9.54897571324414,9.66672927529928,10.9989719869479,10.2642189435488,9.76431376151069,9.82749083968477,9.6974954954797,9.77785277761576
DDX39B,6.8468258158382,6.25421631209036,7.1525405274668,6.94353851094236,6.29134962998643,6.55245238082203,5.96582931313009,6.07244118678919
DDX3X,7.61311130247525,6.83018530921638,6.88040881551231,7.09574640706966,8.29403337842358,7.62844884184364,7.33976075829086,8.49332325686288
DDX3Y,3.32706550830949,8.28805220336085,7.60187958996269,8.69698149149693,9.01127934698131,3.45516807663264,3.76046168017011,3.4045463796601
DDX4,3.77871057476672,3.41600309587796,3.51676571372883,3.34161771952307,3.45100403974495,3.39130003636915,3.4175614636386,3.46558067385201
DDX41,8.13361115422102,8.4671903104781,8.47203063154805,8.8534736469037,8.20871046025163,8.16963628551481,8.19990441499757,8.51706471502233
DDX42,7.63714220112554,7.01411673250803,7.52725122432853,7.76563699945699,7.44676747382445,8.13806126613417,7.70235207394111,7.5114717449169
DDX43,3.4865915315911,4.64412274538531,5.19432363201082,3.86131705898173,3.4107272593852,3.56648117944509,3.71830353979489,4.34035340536097
DDX46,5.83415218698555,5.95821385185162,5.382781848707,5.55863048705847,5.50842488915075,5.72659601921595,5.9925967836568,5.52884836853115
DDX47,9.66344882070773,9.84729036845894,9.82583983385545,9.7194987703056,9.4243934031306,9.65931814939747,9.70379840419496,9.57355483838361
DDX49,6.13531085799376,6.17413816326874,6.38204949845555,6.93842278833571,6.6976585656665,6.26890155501845,6.17337908503612,6.60648758106533
DDX5,8.34785543665386,8.2556604172346,6.68111676457029,7.07986847685192,7.66080371004074,7.51772633078576,7.10956838138372,7.50536646606209
DDX50,5.3405410953452,5.1079609003087,5.11649210192774,5.21689811293301,4.93949274200966,4.94963024870646,5.2699646247897,4.36166290329761
DDX51,5.98236752410288,4.9745724106745,5.95046027762703,6.15007102185372,5.11321239699697,5.26635324320313,5.35684881439315,5.17467693995435
DDX52,5.85687134007192,6.11649333591852,6.4229737058806,6.54333474278406,6.45694639350979,5.61257771841764,6.54807109034978,6.64217266111695
DDX53,2.9653266514265,3.00467641010199,2.94137174292897,3.06754996397343,2.86152278231866,2.72535160043521,2.92387550530463,2.77073604914129
DDX54,6.23740946118543,6.20894702541137,6.31066160838476,6.42083751146827,6.83002141907156,6.58069793374444,6.45661075631704,6.21703824346475
DDX55,6.42573157071492,5.58335484944916,6.99654301408344,6.96462620259813,6.08915059258975,5.99797543273667,6.13149719229974,6.20572942611547
DDX56,7.24214038077201,7.60271728910907,8.26190526898812,8.42815220288666,8.204398327934,7.64862420093693,8.17634232214168,8.20746231808483
DDX59,6.28296068750631,5.86778204338702,5.3016307164061,5.1197210642177,6.17529684066701,5.76586421480387,5.66748803000442,6.50510753005965
DDX59-AS1,3.30577815819259,3.29753140288474,3.36777687726644,3.57471625456821,3.16073401095551,3.2313781043682,3.08998703520852,3.33898105113046
DDX6,6.95639418399871,5.20119893814431,6.36763684927095,6.26027120895714,7.13483637204701,6.91321646667808,7.79514238308646,7.1216818413268
DDX60,7.64414646686228,9.35844839197112,8.74398905465376,9.91755491534235,9.61979177956282,8.2303729677135,9.59565724717037,9.71495547796379
DDX60L,7.15472191559435,7.25084031146182,7.7174706157508,8.50130734641225,8.1268222807562,7.35596971667125,8.60511987690946,8.3501842563914
DEAF1,5.16305024435027,6.11614791642383,5.39790726512912,5.94022616520383,6.25265852236953,6.27025623068146,5.75254221694455,5.99088873371577
DECR1,8.57665359379476,9.34698696851937,9.52920337266404,10.0628840791468,9.11928685402433,9.28285147631464,9.00622631529289,9.3292046864136
DECR2,8.18089537011461,7.0283782727787,7.876720008205,8.13510716812925,7.84330572146465,7.49313750390631,7.54226070158223,7.4047394533764
DEDD,6.32703655022758,5.6793599074444,5.92623827797541,6.09842920223695,6.8590728115036,6.14185230700097,6.45331842683442,6.18801634505906
DEDD2,7.7982049095534,8.47809091742277,8.06586262079761,7.72589700369065,8.61318471161672,7.94012093590178,8.427098695863,8.78545770805643
DEF6,6.69625151399986,7.5072783711062,6.98166681793875,7.18946493149882,6.58005123474146,7.3086490361559,6.70028429818595,7.05363107966403
DEF8,7.61026719698728,6.84401547390823,7.40980059999802,7.61917078976769,8.01440920263556,7.60804840815014,7.93025950171649,7.11162622825791
DEFA1,4.40663798743642,3.59450557223115,3.91962425178245,3.85852350306804,3.87237390461638,4.04479649444662,3.99358299595498,3.71522554065165
DEFA4,3.82678073073638,3.87723664494819,3.86625802467273,3.86200678845771,3.92357556996779,4.03507511807857,3.82112499194008,3.85722403519736
DEFA5,3.63225366850756,3.66840471684653,3.84976042848849,3.41170371548619,3.59028711774679,3.68632253563381,3.52251913126245,3.72738130184378
DEFA6,4.87632315272169,4.36382281881175,4.42124847774446,4.64045140027541,4.72891545527427,4.53867163564762,4.5534044556507,4.78352083183922
DEFB1,6.75068193099646,8.22822474577735,4.91577999438284,7.84385792289969,10.4142123005067,6.48381253209524,7.85228879435129,8.79472603909125
DEFB103B,7.10896666714816,6.12663441884182,6.39588251588824,6.1741823861186,6.9372551582728,6.10206790964805,6.10251353589738,7.30566338527203
DEFB104A,3.66532367945745,3.68557621845097,3.68685207425291,3.80628676989977,3.72092914549267,3.5539721697166,3.68983609233395,3.91137284216475
DEFB105A,3.26337864875974,3.42985842059621,3.13597960917614,3.4951540931472,3.4210034000632,3.31266366361089,3.30083389765518,3.13725799191204
DEFB106A,5.80512532266187,5.69980243991755,5.80906598120876,5.15194039304176,5.75490213355666,5.91551121970496,5.84130195189138,5.87722551867021
DEFB107A,2.8594544736435,3.07329237705277,2.97886105667538,3.0166100708369,2.9207201471772,2.92527518887242,3.30577737222775,3.02982024454416
DEFB108B,2.97542863354811,2.92553631209237,3.03449629241638,3.19296107535592,3.19858041347686,3.05034533852436,3.05200399200087,3.00523491663213
DEFB114,2.67948380192138,2.67081094172175,2.68677809839873,2.75268768960367,2.80527698556178,2.80529852488209,2.7851064510104,2.87910084043096
DEFB118,5.67960562499662,5.18288202258962,5.18896729403357,5.03876034904742,5.31884392012195,5.05971285237224,5.16639288434986,5.08358839164388
DEFB119,3.4693250891208,3.48891121462443,3.82107050667234,3.38631053099168,3.33034023426684,3.49408915478305,3.63355282288604,3.69867911296707
DEFB121,3.36559051671224,3.14601571485292,3.32388356761817,3.25844993642253,3.32905776643502,3.32093125494458,3.19640667767564,3.27137450688672
DEFB122,3.21564615223916,3.30319546036984,3.11312834855466,3.16145642431257,3.17019716028556,3.19322167376616,3.10757898847347,3.37680987017533
DEFB123,3.53753417746447,3.51979267498888,3.86730475052697,3.82334312629939,3.81001993556661,3.69787472736708,3.82081685736715,4.104903138037
DEFB124,6.60009140661084,7.1057279162553,6.52646729292358,6.73594814619732,6.8122619841928,6.51267601054603,6.83226204934542,7.789190248824
DEFB125,3.42373947390107,3.25957836590999,3.25174797650123,3.13493161459818,3.16530450212007,3.25258122171138,3.11518121997275,3.39190776656249
DEFB126,3.7533373298438,3.59426494609245,3.81030826476033,3.38293510323184,3.60166781072914,3.864786561038,3.54681301113162,3.73126951236122
DEFB127,2.94152274624891,3.07903680044876,3.12066323649134,3.39157444314171,3.03109709708947,3.3101337031562,3.20557155242098,3.27099791512538
DEFB129,3.28687402691786,2.93675430444302,3.18022014911884,2.86116724336453,3.34559997805129,3.14733282095935,3.01216648251404,2.84129118103993
DEFB132,2.87016567133564,2.76034507103202,2.90213126108502,2.9556847081705,2.99439163279543,2.83896608350349,2.72275177780756,2.79637841741697
DEFB4A,9.37805686680198,8.35055798111857,5.37823319112502,6.98258702698261,9.26480391463542,6.71781953643017,8.77846441804547,10.7804318281491
DEFT1P,3.93322579157565,3.63371977049226,3.73278279823104,4.00359855036154,3.98826934712429,3.75450051152055,3.86372514407417,4.09664214520805
DEGS1,10.347549609158,9.49921685428263,9.22964051604756,9.21797905817776,8.76280772751188,9.29756093742776,9.26192019203259,9.4836010587774
